1	639573948
2	47549227
3	13091040
4	6551252
5	5232243
6	5700008
7	7100372
8	8883468
9	11217947
10	13935980
11	17340338
12	21734279
13	27040123
14	33365485
15	39805036
16	46212287
17	51309121
18	55000137
19	56460538
20	55802755
21	53281060
22	49070203
23	43686099
24	37704710
25	31553719
26	25605390
27	20297790
28	15777878
29	11953692
30	8997466
31	6831432
32	5201091
33	4086114
34	3308209
35	2813046
36	2506753
37	2318592
38	2194445
39	2119878
40	2044032
41	1969074
42	1893906
43	1811975
44	1716155
45	1603138
46	1493144
47	1384253
48	1281411
49	1185359
50	1110237
51	1029920
52	964384
53	905418
54	852639
55	808479
56	768790
57	738952
58	705261
59	683803
60	665454
61	642115
62	617724
63	597887
64	580566
65	566485
66	544199
67	526913
68	512539
69	495232
70	475486
71	460689
72	447709
73	431993
74	416775
75	403032
76	392993
77	384115
78	373612
79	365682
80	356746
81	346371
82	338176
83	329627
84	324386
85	315372
86	309008
87	300408
88	294681
89	286830
90	281687
91	274774
92	267573
93	262615
94	259453
95	251446
96	245163
97	238936
98	233751
99	228010
100	225489
101	220625
102	216806
103	213664
104	210124
105	206248
106	200498
107	199111
108	195308
109	192745
110	186368
111	184196
112	181603
113	177777
114	175432
115	171243
116	168927
117	166591
118	163221
119	160017
120	159314
121	157063
122	153882
123	152268
124	150152
125	146063
126	144589
127	142247
128	139617
129	138855
130	136835
131	135012
132	132032
133	129096
134	125636
135	125949
136	123488
137	123365
138	120533
139	117876
140	116199
141	114680
142	113381
143	112227
144	111025
145	109394
146	108110
147	107283
148	105468
149	104686
150	104861
151	102267
152	102241
153	99726
154	97688
155	97614
156	96135
157	95015
158	94894
159	91905
160	91015
161	90801
162	89436
163	87248
164	84392
165	84740
166	83874
167	83040
168	82789
169	80731
170	81330
171	78471
172	77670
173	77323
174	75537
175	76082
176	73965
177	74009
178	72167
179	71028
180	71124
181	70218
182	69761
183	69043
184	68530
185	68185
186	66772
187	66300
188	66298
189	64528
190	63752
191	63642
192	63231
193	62120
194	62428
195	60400
196	59626
197	59544
198	59308
199	58140
200	57508
201	56739
202	56484
203	55709
204	55879
205	55099
206	55178
207	54420
208	52927
209	53573
210	52718
211	52762
212	51299
213	50647
214	49891
215	49428
216	48489
217	47561
218	48024
219	47244
220	47239
221	47161
222	47211
223	46709
224	46277
225	45786
226	44497
227	44907
228	44805
229	44200
230	43677
231	42725
232	42985
233	42125
234	41489
235	41300
236	41148
237	40021
238	39505
239	39199
240	39340
241	39191
242	38679
243	38489
244	38119
245	38255
246	37777
247	37644
248	37264
249	36684
250	36680
251	36456
252	36218
253	35510
254	35492
255	35189
256	34721
257	34619
258	34680
259	34302
260	33481
261	33748
262	33609
263	33434
264	32963
265	32698
266	32611
267	32403
268	32035
269	32085
270	31686
271	31454
272	31525
273	30959
274	30595
275	30798
276	30244
277	29992
278	30097
279	30113
280	30073
281	29007
282	29156
283	29097
284	29075
285	29065
286	28570
287	28227
288	27955
289	27574
290	27433
291	27048
292	26611
293	26407
294	26070
295	25840
296	25854
297	26020
298	25962
299	25682
300	25447
301	25523
302	25488
303	24833
304	24305
305	25108
306	24908
307	24718
308	23859
309	24217
310	23751
311	23745
312	23431
313	23045
314	23360
315	22860
316	22674
317	22792
318	22788
319	22787
320	22305
321	22334
322	22060
323	22024
324	22248
325	22171
326	22023
327	21739
328	21620
329	21326
330	21311
331	20885
332	20725
333	20731
334	20792
335	20512
336	20425
337	20156
338	19943
339	20507
340	20092
341	19804
342	19812
343	19872
344	19506
345	19687
346	19759
347	19530
348	19060
349	18786
350	18830
351	18940
352	18823
353	18759
354	18395
355	18159
356	18284
357	17889
358	17950
359	17955
360	18010
361	17799
362	17699
363	17451
364	17081
365	17011
366	16745
367	16885
368	16655
369	16851
370	16447
371	16118
372	16250
373	16026
374	16471
375	15905
376	16085
377	15801
378	15978
379	15659
380	15587
381	15774
382	15623
383	15201
384	15360
385	15085
386	15024
387	14892
388	14762
389	14576
390	14264
391	14475
392	14456
393	14280
394	14298
395	14254
396	14231
397	14142
398	13906
399	13971
400	13782
401	13743
402	13658
403	13577
404	13564
405	13527
406	13448
407	13066
408	13050
409	12919
410	13234
411	12696
412	12933
413	12380
414	12728
415	12723
416	12608
417	12377
418	12298
419	12329
420	12194
421	11796
422	12506
423	12192
424	12211
425	11810
426	12033
427	11914
428	11905
429	12033
430	11666
431	11650
432	11457
433	11496
434	11235
435	11222
436	11433
437	11224
438	11152
439	10755
440	11043
441	11000
442	10964
443	10633
444	11052
445	11041
446	10749
447	10616
448	10534
449	10703
450	10486
451	10506
452	10529
453	10215
454	10130
455	10359
456	10185
457	10122
458	10123
459	9992
460	10003
461	9782
462	9999
463	9896
464	9682
465	9818
466	9651
467	9625
468	9508
469	9636
470	9545
471	9281
472	9432
473	9543
474	9303
475	9265
476	9276
477	9284
478	9100
479	9232
480	9180
481	8987
482	9089
483	8684
484	8774
485	8839
486	8986
487	8577
488	8716
489	8830
490	8500
491	8372
492	8481
493	8472
494	8599
495	8447
496	8323
497	8328
498	8401
499	8261
500	8258
501	8221
502	8141
503	7961
504	8149
505	8054
506	8133
507	8051
508	8124
509	7806
510	7873
511	7665
512	7792
513	7856
514	7950
515	7721
516	7886
517	7774
518	7670
519	7728
520	7878
521	7663
522	7820
523	7631
524	7493
525	7619
526	7601
527	7473
528	7479
529	7286
530	7295
531	7169
532	7234
533	7161
534	7044
535	7275
536	7186
537	7083
538	7002
539	7173
540	7053
541	6951
542	7069
543	6948
544	6905
545	6757
546	6618
547	6773
548	6798
549	6950
550	6851
551	6692
552	6756
553	6724
554	6847
555	6486
556	6625
557	6451
558	6445
559	6594
560	6423
561	6382
562	6460
563	6475
564	6208
565	6373
566	6432
567	6380
568	6353
569	6311
570	6153
571	6318
572	6195
573	6236
574	6321
575	6116
576	6197
577	6087
578	6193
579	6059
580	6057
581	6039
582	6108
583	6037
584	6071
585	6116
586	6043
587	5983
588	5813
589	5807
590	5903
591	5685
592	5508
593	5817
594	5755
595	5549
596	5572
597	5812
598	5781
599	5753
600	5593
601	5596
602	5636
603	5610
604	5484
605	5552
606	5522
607	5573
608	5556
609	5529
610	5279
611	5455
612	5518
613	5473
614	5479
615	5318
616	5445
617	5361
618	5215
619	5141
620	5288
621	5096
622	5084
623	5039
624	5268
625	5081
626	5250
627	5008
628	4835
629	4983
630	5040
631	4878
632	4936
633	4992
634	5142
635	4920
636	4955
637	4989
638	4957
639	4954
640	5008
641	4837
642	4798
643	4903
644	4871
645	4832
646	4771
647	4615
648	4556
649	4665
650	4679
651	4679
652	4580
653	4545
654	4572
655	4424
656	4570
657	4688
658	4569
659	4583
660	4451
661	4449
662	4396
663	4462
664	4439
665	4413
666	4317
667	4485
668	4355
669	4216
670	4124
671	4329
672	4230
673	4187
674	4191
675	4172
676	4229
677	4079
678	4033
679	4217
680	4139
681	4201
682	3919
683	4154
684	4061
685	4142
686	3903
687	4085
688	3991
689	4049
690	3996
691	3985
692	3901
693	3984
694	4156
695	4093
696	3969
697	3910
698	3978
699	3837
700	3858
701	3902
702	3861
703	3937
704	3908
705	3845
706	3710
707	3739
708	3875
709	3676
710	3851
711	3771
712	3580
713	3706
714	3733
715	3690
716	3748
717	3794
718	3654
719	3688
720	3697
721	3643
722	3793
723	3574
724	3732
725	3657
726	3597
727	3562
728	3544
729	3566
730	3627
731	3430
732	3504
733	3471
734	3416
735	3425
736	3383
737	3461
738	3493
739	3460
740	3426
741	3364
742	3333
743	3332
744	3335
745	3299
746	3363
747	3429
748	3246
749	3267
750	3193
751	3281
752	3322
753	3242
754	3251
755	3344
756	3194
757	3178
758	3206
759	3107
760	3152
761	3025
762	3069
763	3158
764	3036
765	3127
766	3121
767	3095
768	3118
769	3155
770	3157
771	3140
772	3202
773	3188
774	3224
775	3112
776	3053
777	3104
778	2965
779	2969
780	3053
781	3111
782	3086
783	3067
784	2931
785	2951
786	2888
787	2930
788	2863
789	2913
790	2899
791	2917
792	2832
793	2963
794	2806
795	2962
796	2909
797	2943
798	2874
799	2894
800	2867
801	2824
802	2713
803	2862
804	2829
805	2941
806	2867
807	2806
808	2858
809	2810
810	2740
811	2788
812	2655
813	2736
814	2815
815	2838
816	2658
817	2582
818	2792
819	2710
820	2696
821	2624
822	2622
823	2699
824	2658
825	2685
826	2656
827	2690
828	2674
829	2596
830	2598
831	2551
832	2581
833	2589
834	2531
835	2494
836	2554
837	2540
838	2553
839	2569
840	2542
841	2480
842	2530
843	2486
844	2459
845	2456
846	2521
847	2431
848	2555
849	2485
850	2495
851	2367
852	2293
853	2496
854	2433
855	2341
856	2411
857	2429
858	2399
859	2500
860	2526
861	2384
862	2285
863	2388
864	2375
865	2456
866	2261
867	2387
868	2460
869	2362
870	2407
871	2401
872	2371
873	2286
874	2283
875	2430
876	2353
877	2355
878	2410
879	2349
880	2297
881	2293
882	2297
883	2284
884	2306
885	2323
886	2336
887	2280
888	2299
889	2392
890	2367
891	2307
892	2249
893	2225
894	2252
895	2294
896	2377
897	2307
898	2143
899	2274
900	2251
901	2216
902	2185
903	2173
904	2146
905	2162
906	2263
907	2245
908	2191
909	2195
910	2102
911	2199
912	2159
913	2202
914	2190
915	2217
916	2220
917	2178
918	2143
919	2107
920	2147
921	2152
922	2008
923	2096
924	2013
925	2168
926	2061
927	2109
928	2094
929	2071
930	2024
931	2031
932	2165
933	2080
934	2139
935	2105
936	2156
937	2083
938	2109
939	2035
940	2048
941	2063
942	2048
943	2053
944	2002
945	2064
946	2144
947	2040
948	2004
949	2046
950	1989
951	2004
952	1991
953	2028
954	1948
955	2050
956	2020
957	2033
958	2016
959	1904
960	2017
961	1935
962	1922
963	1947
964	1927
965	1983
966	1916
967	1915
968	1946
969	1970
970	1885
971	1865
972	1918
973	1838
974	1990
975	1899
976	1827
977	1865
978	1842
979	1900
980	1911
981	1906
982	1888
983	1866
984	1824
985	1840
986	1883
987	1870
988	1810
989	1843
