1	529290808
2	56629680
3	31529790
4	31151443
5	34996603
6	39737928
7	44182341
8	46836072
9	47702653
10	46679298
11	44829072
12	43285220
13	42090540
14	41200918
15	40574902
16	39603396
17	38449265
18	36599533
19	33846453
20	30442222
21	26543796
22	22636525
23	18793426
24	15271888
25	12178581
26	9571125
27	7493212
28	5823335
29	4581966
30	3663812
31	2976647
32	2511211
33	2169586
34	1923801
35	1739267
36	1589404
37	1483801
38	1388971
39	1307540
40	1234199
41	1163618
42	1097079
43	1031192
44	973058
45	911102
46	861051
47	805488
48	764222
49	728029
50	689551
51	661469
52	631082
53	607064
54	586236
55	563810
56	544593
57	528223
58	508878
59	491715
60	475203
61	461327
62	441230
63	424641
64	416030
65	403871
66	392070
67	383755
68	372918
69	364490
70	353541
71	344356
72	333902
73	324285
74	317739
75	307366
76	298716
77	292137
78	289492
79	280738
80	272869
81	266381
82	261948
83	257233
84	248814
85	244788
86	241356
87	235309
88	233419
89	228879
90	222158
91	217283
92	214321
93	209794
94	208057
95	204470
96	201360
97	198027
98	191656
99	187585
100	185770
101	180187
102	180586
103	175895
104	173419
105	170235
106	167670
107	165578
108	163142
109	160484
110	156963
111	154463
112	152279
113	149311
114	147485
115	145826
116	145100
117	142015
118	141766
119	138779
120	138507
121	135491
122	134953
123	133392
124	132612
125	131758
126	128125
127	125498
128	125243
129	123812
130	122432
131	120237
132	118707
133	117966
134	116560
135	116212
136	114397
137	112411
138	110816
139	110069
140	108798
141	107816
142	105196
143	104074
144	102718
145	100932
146	99976
147	98146
148	97286
149	95344
150	94833
151	94731
152	92936
153	90896
154	90215
155	89189
156	87349
157	87751
158	85797
159	84653
160	83346
161	81525
162	80994
163	80654
164	78848
165	78705
166	76903
167	77027
168	75965
169	73984
170	72970
171	74101
172	73915
173	71952
174	71297
175	69157
176	69227
177	67632
178	66880
179	66107
180	65775
181	64619
182	64729
183	63286
184	63305
185	61924
186	61693
187	60750
188	59967
189	60577
190	59682
191	58874
192	58013
193	56684
194	56622
195	55387
196	54958
197	54908
198	54038
199	53884
200	53509
201	52088
202	51979
203	50571
204	50175
205	49617
206	49255
207	48524
208	47802
209	47267
210	46937
211	47209
212	45774
213	45874
214	44986
215	44133
216	43567
217	43326
218	43176
219	42948
220	41634
221	41695
222	41261
223	40463
224	40626
225	40417
226	39536
227	38824
228	39444
229	38846
230	38454
231	37659
232	37194
233	36725
234	36045
235	34965
236	36101
237	35398
238	35447
239	34674
240	35056
241	34759
242	34296
243	34824
244	33691
245	33511
246	33116
247	33284
248	32346
249	33308
250	33024
251	33083
252	32889
253	32332
254	31351
255	31524
256	31478
257	31281
258	31254
259	31223
260	30770
261	31179
262	30578
263	29854
264	30494
265	30107
266	29765
267	28903
268	28730
269	29002
270	28395
271	27495
272	27595
273	27624
274	28072
275	28099
276	27252
277	27783
278	28078
279	27762
280	27399
281	27481
282	27431
283	27754
284	26975
285	26931
286	26607
287	26819
288	26284
289	26171
290	25845
291	26102
292	25595
293	25646
294	25305
295	25208
296	25005
297	25332
298	24932
299	24816
300	24430
301	24297
302	24247
303	24623
304	24508
305	24373
306	23845
307	23645
308	23217
309	23624
310	23309
311	23061
312	22577
313	23080
314	22840
315	22642
316	22357
317	21996
318	22015
319	22203
320	21275
321	21996
322	21969
323	21998
324	21984
325	21840
326	21872
327	21779
328	21900
329	21586
330	21632
331	21726
332	21713
333	21352
334	21010
335	20937
336	20835
337	20842
338	20403
339	20661
340	20153
341	20013
342	19328
343	19132
344	18634
345	18587
346	17977
347	17934
348	17933
349	17411
350	18023
351	17633
352	17483
353	17436
354	17188
355	17500
356	17159
357	16932
358	16720
359	16447
360	16059
361	15971
362	16342
363	16475
364	16019
365	15693
366	15109
367	15272
368	15455
369	15075
370	14537
371	14597
372	14320
373	14245
374	13950
375	13801
376	13677
377	13526
378	13837
379	13587
380	13560
381	12941
382	13196
383	12784
384	12667
385	12269
386	12441
387	12245
388	11876
389	11915
390	11647
391	11070
392	11686
393	11650
394	11391
395	11459
396	11428
397	11060
398	11229
399	11145
400	10860
401	10667
402	10792
403	10833
404	10348
405	10501
406	10550
407	10477
408	10374
409	10003
410	10256
411	10471
412	9916
413	10090
414	10185
415	9965
416	10208
417	10180
418	9927
419	9618
420	9566
421	9615
422	9556
423	9407
424	9646
425	9279
426	9326
427	9221
428	9365
429	9108
430	9342
431	9105
432	9144
433	9138
434	9135
435	8811
436	9006
437	8967
438	9183
439	8764
440	8970
441	9203
442	9070
443	9222
